Disruption ID,Date Issued,Start Date,Finish Date,Status,Closure,On Street,From Street,To Street,Impact,Duration,Details,Description,Activity Type,Traffic District,Infrastructure,point
52,,"Mar 27, 2025","Jun 20, 2028",Current,Various Lane Closures,149 Street NW,101 Avenue NW,103 Avenue NW,Travel Delays,6 Years,149 St will be reduced in capacity between 100 Av and 102 Av in vairous phases for West LRT construction. Use other routes.,WLRT Construction,Construction,Northwest,Road,POINT (-113.57805058242184 53.54402214691579)
9,,"Sep 13, 2024","Sep 30, 2026",Revised,Road Closure,82 Avenue NW,56 Street NW,50 Street NW,Total Closure,Two Years,82 Avenue will be closed at West of 50 street.,Construction,Construction,Southeast,Road,POINT (-113.42281790074597 53.51804016487526)
827,,"Sep 09, 2025","Sep 09, 2025",Complete,Single Lane closure Eastbound,Whitemud Drive NW,111 Street NW,106 Street NW,Travel Delays,1 Day,"Single lane closure on Whitemud Dr EB, from 111st to 106st. Speed reduced accordingly. Lane closure limited to off peak hours. Expect delays.",Guardrail Repair,Construction,Southwest,Road,POINT (-113.50433569913429 53.481338296777295)
254,,"Jun 04, 2025","Jun 04, 2025",Complete,#1 Single Lane closures,Whitemud Drive NW,178 Street NW,Anthony Henday Drive NW,Travel Delays,1 Day,June 4th from 9am - 3pm only. #1 single lane closures in both directions on Whitemud Dr from 178 St to AHD. Expect delays.,Guardrail Repair,Construction,Southwest,Road,POINT (-113.62994081178164 53.51212071587992)
253,,"May 29, 2025","Jun 04, 2025",Complete,106 Ave Total Closure,106 Avenue NW,92 Street NW,93 Street NW,Total Closure,1 Week,106 Ave from 92 St - 93 St will be closed for a waterline install. Use other routes.,Waterline Install,Construction,Central,Road and Sidewalk,POINT (-113.47764600449108 53.552225208071455)
37,,"Mar 27, 2025","Apr 01, 2025",Complete,"Road Closure: Ellerslie Rd, Rabbit Hill Rd -141 St",Ellerslie Road SW,Rabbit Hill Road SW,141 Street SW,Total Closure,3 Nights,"On the nights of March 27th, 31st & April 1st only from 10 pm - 5:30 am. Ellerslie Rd SW will be closed from Rabbit Hill Rd to 141 St. Follow detours.",Utility Work,Construction,Southwest,Road,POINT (-113.56401383717034 53.42491443015256)
884,,"Sep 13, 2025","Sep 13, 2025",Current,Eastbound 83 Ave Directional Closure,83 Avenue NW,108 Street NW,106 Street NW,Directional Closure,1 Day,Eastbound 83 Ave from 108 Ave - 106 Ave will be closed in stages to maintain local access. Bike lane will remain open during closures. Use other routes.,Waterline Installation,Construction,Central,Road,POINT (-113.50934143769581 53.51909125890994)
363,,"Jun 17, 2025","Jun 17, 2025",Complete,Whitemud Dr; 122 St-111 St,Whitemud Drive,122 Street NW,111 Street NW,Total Closure,1 Day,Eastbound Whitemud Dr Totally Closed between 122 St and 111 St. Use other routes.,Traffic Incident,Traffic Incident,Southwest,Road,POINT (-113.51688553146936 53.482653515031586)
377,,"Jun 27, 2025","Jun 27, 2025",Complete,Rice Howard Way eastbound closure,101A Avenue NW,100 Street NW,100A Street NW,Directional Closure,1 day (9am - 3:30pm),101A Ave (Rice Howard Way) will be east bound directionally closed from 100 St to 30m west at the lane. Use 100A St to detour,Tree Maintenance,Construction,Central,Road,POINT (-113.49050239837139 53.542259358222395)
94,,"Apr 10, 2025","Apr 11, 2025",Complete,167 Ave Westbound Directional Closure,167 Avenue NW,66 Street NW,71 Street NW,Directional Closure,One Night (10PM to 6AM),Westbound 167 Avenue from 66 St to West of 66 St will be closed from Thursday at 10PM to Friday before 6AM. Expect work on 66 St and 167 Ave in addition to the directional closure with EPS Point Duty.,Utility Work,Construction,Northeast,Road,POINT (-113.44263639842714 53.62849203455579)
342,,"Jun 16, 2025","Aug 22, 2025",Revised,SB 66 St Outside Lane Closure,66 STREET NW,134 AVENUE NW,131A AVENUE NW,Travel Delays,11 Weeks,SB 66 St reduced to one inside lane through 132 Ave intersection. Pedestrians maintained.,132 Avenue Rehab,Construction,Northeast,Road,POINT (-113.44295061572055 53.59546850285964)
629,,"Aug 23, 2025","Aug 23, 2025",Complete,Walterdale Bridge Reduced to One Lane,Walterdale Bridge NW,Walterdale Hill NW,River Valley Road NW,Travel Delays,1 Day (6 am to 2 pm),Walterdale Hill Road and Queen Elizabeth Park Road leading up to Walterdale Bridge will be reduced to one lane until North of River Valley Road.,Do North - Special Event,Special Event,Central,Road,POINT (-113.50227447698454 53.52725274639282)
563,,"Aug 08, 2025","Aug 22, 2025",Current,Baturyn Rehab Stage 8,172 Avenue NW,106 Street NW,109 Street NW,Total Closure,Two Weeks,172 Ave from the West side of 106 St to 109 St will be closed. Pedestrian access will be maintained. Detour using 100 St or 109 St.,Collector Rehab,Construction,Northeast,Road,POINT (-113.51085183045555 53.63333817448863)
503,,"Jul 18, 2025","Jul 27, 2025",Complete,Borden Park Rd Closure,Borden Park Road NW,73 Street NW,79 Street NW,Total Closure,10 Days,"Intermittent closure of Borden Park Rd, 73 St - 79 St; 73 St, 112 Ave - Borden Park Rd & 79 St, 113 Ave - 115 Ave for load in/out & event days. Local traffic access to the pool & tennis court maintained via 79 St - 112 Ave. Special event - K Days.",Special Event,Special Event,Central,Road,POINT (-113.46251786740099 53.56373685907716)
574,,"Jul 31, 2025","Sep 10, 2025",Current,116 St Delays,116 Street NW,Jasper Avenue NW,,Travel Delays,6 Weeks,"At Jasper Av: Northbound 116 St will be reduced to a single, shared through and left turn lane and Southbound 116 St dedicated left turn lane is closed (two thru lanes are open with left turns permitted from adjacent lane)   Expect Delays. Use 121 St of 109 St to detour.",Road Rehab,Construction,Southeast,Road and Sidewalk,POINT (-113.52132063434321 53.54094139539932)
491,,"Jul 12, 2025","Jul 19, 2025",Complete,135 St Closed,135 Street NW,109B Avenue NW,110 Avenue NW,Total Closure,1 Week,135 St will be closed from 109B Av - 110 Av. Use other routes,Drainage Repair,Construction,Northwest,Road,POINT (-113.55551875999703 53.55622952049126)
529,,"Jul 19, 2025","Jul 26, 2025",Complete,97 ST Lane Closures,97 Street NW,118 Avenue NW,124 Avenue NW,Increased Travel Time,One Week,97 ST northbound and southbound alternating lane closures during off-peak hours (09:00-15:30hrs).,Drainage repairs,Construction,Central,Road,POINT (-113.49211057653937 53.57943995146203)
658,,"Aug 18, 2025","Aug 28, 2025",Current,171 Ave at 109 St Intersection Closure,171 Avenue NW,109 Street NW,,Total Closure,7 Days,171 Ave at 109 St Intersection Closure. Detour using 100 St and 172 Ave.,Baturyn Rehab,Construction,Northeast,Road,POINT (-113.51141186194221 53.63292210181414)
689,,"Aug 25, 2025","Sep 06, 2025",Current,SB 100 St; 83 Ave-80 Ave,100 Street NW,83 Avenue NW,80 Avenue NW,Directional Closure,2 Weeks,SB 100 St from 83 Ave to 80 Ave will be closed to vehicle traffic. Please use other routes.,ROAD CONSTRUCTION NEW,Construction,Central,Road,POINT (-113.48871960086659 53.51611341716853)
818,,"Sep 08, 2025","Sep 11, 2025",Current,101 ST Lane Closures,101 Street NW,Kingsway NW,111 Avenue NW,Increased Travel Time,Four Days,101 ST northbound and southbound reduced to a single lane between 111 AV - Kingsway. Kingsway reduced to a single lane eastbound and westbound between 99 ST - 102 ST. No left turns will be permitted at intersection of 101 ST & Kingsway. All obstructions to occur between 20:00-06:00hrs.,Drainage Maintenance,Construction,Central,Road,POINT (-113.49371235938244 53.55456932744351)
221,,"May 22, 2025","May 23, 2025",Complete,Single lane closure Eastbound,Whitemud Drive NW,Terwillegar Drive NW,122 Street NW,Travel Delays,1 Night,May 22nd @ 10pm to May 23rd @ 6am only. Whitemud Dr Eastbound from Terwillegar Dr to 122 St will be reduced to one lane due to a street light repair. Expect travel delays.,Street Light Repair,Construction,Southwest,Road,POINT (-113.54116748362445 53.48307186687647)
367,,"Jun 05, 2025","Jul 04, 2025",Complete,SB 127 St Reduced to One Inside Lane,127 Street NW,137 Avenue NW,135 Avenue NW,Travel Delays,One Month,SB 127 St reduced to single inside lane North of 135 Ave.,Utility Repair,Construction,Northeast,Road,POINT (-113.54117253051646 53.59935481250762)
681,,"Aug 19, 2025","Aug 29, 2025",Complete,,90 Avenue NW,147 Street NW,146 Street NW,Major Delays,2 Weeks,rad,,,,Road,POINT (-113.57484630745593 53.52353378540594)
469,,"Aug 08, 2025","Aug 11, 2025",Complete,Whitemud Dr Reduced to one lane per direction,Whitemud Drive NW,53 Avenue NW,122 Street NW,Major Delays,2 Nights,Nightly from 10pm - 9am only. Whitemud Drive will be reduced to a single lane per direction from 53 Ave to 122 St. Expect major delays.,Bridge Construction,Construction,Southwest,Road,POINT (-113.57201214645684 53.490407577573094)
587,,"Aug 17, 2025","Aug 17, 2025",Complete,2025 City Marathon 2/4,Jasper Avenue NW,99 Street NW,124 Street NW,Total Closure,5am to 2:30pm,"Total closure Jasper Ave, 99 St to 124 Street; Single lane on Jasper Avenue EB, 124 St - 119 St available for Local Access.",Edmonton Marathon,Special Event,Central,Road,POINT (-113.48858103529824 53.54126615782316)
115,,"Apr 11, 2025","Apr 13, 2025",Complete,156 St & 87 Ave Travel Delays,156 Street NW,87 Avenue NW,,Travel Delays,3 Days (Fri 9pm - Sun 5pm),At the 156 Street & 87 Ave intersection all directions will be reduced to single lanes from Friday 9pm to Sunday 5pm. Eastbound 87 Ave to Northbound 156 St left turn banned. Use other routes.,Drainage Replacement,Construction,Northwest,Road and Sidewalk,POINT (-113.59033222425887 53.51945348037158)
843,,"Sep 04, 2025","Sep 18, 2025",Current,TOTAL CLOSURE,94B AVENUE NW,61 STREET NW,68 STREET NW,Total Closure,15 Days,"94B AVENUE WILL BE CLOSED FROM 61 STREET TO 68 STREET FROM SEPTEMBER 04 - SEPTEMBER 18, 2025. FOR DETOURS FOLLOW DETOUR SIGNAGE.",ROAD CONSTRUCTION,Construction,Southeast,Road and Sidewalk,POINT (-113.42627898765969 53.533917292120314)
265,,"May 30, 2025","May 30, 2025",Complete,Traffic Incident,97 STREET NW,123 AVENUE NW,,Traffic Incident Delays,Unknown,Traffic Incident 97 St southbound near 123 Ave. Right lanes blocked.,Traffic Incident,Traffic Incident,Central,Road,POINT (-113.48837550340336 53.56931199273022)
642,,"Aug 14, 2025","Aug 15, 2025",Current,Westbound Jasper Av Closure,Jasper Avenue NW,114 Street NW,117 Street NW,Directional Closure,One Night 22:00 - 05:00 hrs,"Starting at 22:00 hrs, Westbound Jasper Av will be closed. Use 100 Av to detour.",Road improvements,Construction,Central,Road,POINT (-113.51765218022385 53.54094874253384)
121,,"Apr 14, 2025","Sep 26, 2025",Current,132 Ave East Rehab - Phase 1A,132 Avenue NW,Delwood Road,72 Street NW,Total Closure,Five Months,"132 Ave closed from East side of Delwood Road to West side of 72 St. North sidewalk closed to start, South sidewalk closed after completion of North side.",Arterial Rehab,Construction,Northeast,Road and Sidewalk,POINT (-113.45235652145031 53.592307838132776)
755,,"Aug 25, 2025","Aug 29, 2025",Current,111 AV Westbound Lane Closure,111 Avenue NW,102 Street NW,105 Street NW,Increased Travel Time,Five Days,111 AV westbound single lane (curb lane) closure.,Water Repairs,Construction,Central,Road,POINT (-113.49555167002035 53.55889367694429)
875,,"Sep 11, 2025","Sep 11, 2025",Current,100a Street total closure,100A Street NW,Jasper Avenue NW,101A Avenue NW,Total Closure,1 day (9am - 3:30pm),"100A Street will be total closed from 9am - 3:30pm on Thu, Sep 11. Use 100 St or 101 St as detour.",Tree maintenance,Construction,Central,Road,POINT (-113.49200613025556 53.541046439897286)
29,,"Jul 25, 2023","Jul 21, 2025",Complete,106st Reduced to 1 Lane Per Direction,106 Street NW,40 Avenue NW,42 Avenue NW,Travel Delays,Long Term Drainage Project,"Starts July 25th. 106st from 40ave to 42ave will be reduced to a single lane per
direction due to a drainage shaft installation. Expect travel delays.",Drainage Shaft,Construction,Southwest,Road,POINT (-113.50423914997069 53.47880716293701)
554,,"Jul 29, 2025","Jul 29, 2025",Complete,101 ST Lane Closure,101 Street NW,107A Avenue NW,108 Avenue NW,Increased Travel Time,One Day,Road segment northbound reduced to a single lane between 09:00-15:30hrs.,Hydrovac,Construction,Central,Road and Sidewalk,POINT (-113.49371604291417 53.55140826046643)
595,,"Aug 05, 2025","Aug 12, 2025",Complete,Emily Murphy Park Road Closed,Emily Murphy Park Road NW,116 Street NW,Groat Road NW,Total Closure,1 Week,Emily Murphy Park Rd will be closed from 116 St - Groat Rd to complete a sewer repair. Access maintained to Emily Murphy Park via Groat Rd. Use other routes.,Sewer Repair,Construction,Central,Road,POINT (-113.5307681404429 53.53085203161314)
275,,"Jun 03, 2025","Jul 25, 2025",Complete,NB 105 St Right Lane Closed,105 Street NW,Jasper Avenue,102 Avenue NW,Travel Delays,8 weeks,Northbound 105 St right lane closed from Jasper Ave to north of Jasper Ave. Revised end to July 25.,Drainage Installation,Construction,Central,Road,POINT (-113.50106756568198 53.54094086737109)
18,,"Mar 10, 2025","Nov 30, 2025",Current,Meridian Street Upgrades,Meridian Street,Marquis Boulevard NE,Fort Road,Total Closure,9 Months,"Meridian Street will be closed from Marquis Boulevard to South of Fort Road. Detour using 167 Avenue, 18 Street, and Fort Road.",Road Construction,Construction,Northeast,Road,POINT (-113.34436446307997 53.63823356745164)
718,,"Aug 26, 2025","Aug 26, 2025",Complete,Single Inside lane Closure,Terwillegar Drive NW,40 Avenue NW,Whitemud Drive NW,Travel Delays,1 Day,The inside lane on Terwillegar drive Northbound from 40ave to Whitemud drive will be closed due to a concrete pour. Lane closure to go into both AM and PM peak hours. Expect delays.,Concrete Pour,Construction,Southwest,Road,POINT (-113.57495202136012 53.47655009161135)
631,,"Aug 23, 2025","Aug 23, 2025",Complete,River Valley Road Closure,River Valley Road NW,105 Street NW,Groat Road NW,Total Closure,1 Day (6 am to 2 pm),River Valley Road from 105 St to Groat road will be closed. Access to Groat Road SB from Victoria Park Road maintained. Golf Course access maintained from the West side of River Valley Road.,Do North - Special Event,Special Event,Central,Road,POINT (-113.53686440013828 53.53798523953657)
802,,"Sep 12, 2025","Sep 12, 2025",Current,102 Av Closure,102 Avenue NW,117 Street NW,116 Street NW,Total Closure,"1 Day, 9am-3pm","102 Av will be closed between 116 St to 117 st. Local access will be maintained using flaggers. The bike lanes will be detoured into a shared pathway ""slowzone"" at 116 St.",Utility Work,Construction,Central,Road and Sidewalk,POINT (-113.52314118472339 53.54302451950703)
189,,"May 05, 2025","May 13, 2025",Complete,Single lane closures per direction,Whitemud Drive NW,159 Street NW,Fox Drive NW,Travel Delays,1 Week,Single lane closures on Whitemud Dr in both directions from 159st to Fox Dr. Speed reduced accordingly. Expect travel delays.,Traffic Signal Maintenance,Construction,Southwest,Road,POINT (-113.56559641293937 53.502879927141066)
197,,"May 09, 2025","May 10, 2025",Complete,High Level Bridge Closure,109 Street NW,97 Avenue NW,88 Avenue NW,Total Closure,1 Night: 9:30pm - 6am,"On the night of May 09, the High Level Bridge will be closed to traffic between 9:30pm and 6am including the east sidewalk.",Bridge Maintenance,Construction,Central,Road and Sidewalk,POINT (-113.51206944227012 53.52385132619415)
210,,"May 17, 2025","Oct 11, 2025",Revised,104 Street Closure,104 Street NW,Jasper Avenue NW,103 Avenue NW,Total Closure,Saturdays (6am-4pm),"104 Street from Jasper Avenue to 102 Avenue will be
closed Saturdays 6am - 4pm. Detour using other route.",Downtown Farmer's Market,Special Event,Central,Road,POINT (-113.49924937072183 53.5409311968637)
391,,"Jul 11, 2025","Jul 20, 2025",Complete,135 Street Closed,135 Street NW,109A Avenue NW,109 Avenue NW,Total Closure,10 Days,135 St will be closed from July 11 to 20. Use other routes.,Drainage Repairs,Construction,Northwest,Road,POINT (-113.55551744214947 53.55551327944231)
289,,"Jun 07, 2025","Jun 07, 2025",Complete,96 St Closure,96 Street NW,Jasper Avenue NW,103 Avenue NW,Total Closure,8am to 5pm,Starts Sat. June 7 from 8am to 5pm. 96 St closed from Jasper Ave - 103 Ave. 96 St - 102A Ave intersection closed including the bike lane. Slow Zone Yield to Pedestrians will be implemented. Detour using other route.,Special Event,Special Event,Central,Road,POINT (-113.48336184203754 53.54640443048358)
26,,"Jun 01, 2023","Nov 14, 2025",Current,111 St NB Lane Closure,111 Street NW,29A Avenue NW,34 Avenue NW,Travel Delays,Long Term Drainage Project,"Starts Thurs, June 1st at 9am. 111 St NB at 29A Av will be reduced to a single lane. The WB 29A Av to NB 111 St Right turn bay will be closed with Right turns banned on red lights. The East crosswalk will be closed with a pedestrian detour in place.",Drainage Shaft,Construction,Southwest,Road and Sidewalk,POINT (-113.51599569889139 53.461257856039985)
